,id,url,tweet_text,author_handle,datetime_posted,language,scraped_at
4,1.6451821768188764e+18,https://twitter.com/hirox246/status/1645182176818876416,約束を破ったのではなく、「もっと大事な約束を守るために些細な約束をぶっちぎった」と考えるというお話。,hirox246,2023-04-09T21:49:31.000Z,ja,2023-04-09 19:43
5,1.64512657734733e+18,https://twitter.com/kanejxnikolai/status/1645126577347330052,actually footage of jesper and wylan before leaving on every heist,kanejxnikolai,2023-04-09T18:08:35.000Z,en,2023-04-09 19:43
6,1.6449939428139008e+18,https://twitter.com/feelskanej/status/1644993942813900800,"freddy when he plays kaz changes his voice according to who he is talking about, he uses his raspy voice when he is talking to his enemies, his cold tone when he talks with the crows and a warm, low tone when he talks to inej",feelskanej,2023-04-09T09:21:33.000Z,en,2023-04-09 19:43
7,1.6451385753049293e+18,https://twitter.com/FreyaHolmer/status/1645138575304929280,toast and I went out today! first walk of 2023,FreyaHolmer,2023-04-09T18:56:16.000Z,en,2023-04-09 19:43
3,1.6451385790294098e+18,https://twitter.com/FreyaHolmer/status/1645138579029409792,"as you can see, (if you look closely) toast is a very good boy",FreyaHolmer,2023-04-09T18:56:17.000Z,en,2023-04-09 19:43
4,1.6451388450951496e+18,https://twitter.com/FreyaHolmer/status/1645138845095149569,*flops*,FreyaHolmer,2023-04-09T18:57:20.000Z,en,2023-04-09 19:43
5,1.6450434914023055e+18,https://twitter.com/mas__yamazaki/status/1645043491402305536,"機密漏えい「懲役10年も」などと公務員を脅す前に、自民党国会議員の統一教会系秘書は「セキュリティー・クリアランス」上問題ないんですか？

細田博之氏や萩生田光一氏など、統一教会との根深い関係が取り沙汰されている国会議員も、重要会議から遠ざけないと駄目なのでは？https://nordot.app/1017686447865577472…",mas__yamazaki,2023-04-09T12:38:26.000Z,ja,2023-04-09 19:43
3,1.6450413680526868e+18,https://twitter.com/Rainmaker1973/status/1645041368052686848,"This is the preserved shell of a giant 'ancient armadillo' creature called Glyptodont that roamed the earth around 20,000 years ago. A farmer in Argentina uncovered four of them in a dried-out riverbed near Buenos Aires in February 2020

[read more: http://ow.ly/cifl50B0cTo]",Rainmaker1973,2023-04-09T12:30:00.000Z,en,2023-04-09 19:43
4,1.645041416605778e+18,https://twitter.com/nikkei/status/1645041416605777922,"「子どもは負担」逆転させたフランス　日本も変われるはず
https://s.nikkei.com/3KJaJfL",nikkei,2023-04-09T12:30:11.000Z,ja,2023-04-09 19:43
5,1.6451257999456788e+18,https://twitter.com/AmitaSumanStyle/status/1645125799945678852,"No Netflix - you will not take the most perfectly casted character away from me
#ShadowAndBone #ForAmitaSuman #SOCSpinoff",AmitaSumanStyle,2023-04-09T18:05:30.000Z,en,2023-04-09 19:43
3,1.6448574617513902e+18,https://twitter.com/upblissed/status/1644857461751390208,shit was jus unnecessary,upblissed,2023-04-09T00:19:13.000Z,en,2023-04-09 19:43
4,1.645024265174147e+18,https://twitter.com/nhk_news/status/1645024265174147074,【速報 JUST IN 】大阪市長選挙 横山英幸氏 当選確実 新人5人の争い制す #nhk_news,nhk_news,2023-04-09T11:22:02.000Z,ja,2023-04-09 19:43
5,1.6450835432220754e+18,https://twitter.com/wesperlvrbot/status/1645083543222075395,"make this come true @netflix
#ShadowAndBone #SOCspinoff #SixofCrowsSpinoff",˚,2023-04-09T15:17:35.000Z,en,2023-04-09 19:43
6,1.645109823543865e+18,https://twitter.com/CuriosidadesPRL/status/1645109823543865345,Gabriel Jesus.,CuriosidadesPRL,2023-04-09T17:02:01.000Z,ht,2023-04-09 19:43
4,1.645141779778265e+18,https://twitter.com/The_Japan_News/status/1645141779778265089,Berlusconi’s Doctor Says He’s Responding Well to Treatment,The_Japan_News,2023-04-09T19:09:00.000Z,en,2023-04-09 19:43
5,1.644873118824145e+18,https://twitter.com/catshouldnt/status/1644873118824144897,,catshouldnt,2023-04-09T01:21:26.000Z,,2023-04-09 19:43
6,1.6451442032764805e+18,https://twitter.com/PoetasFla/status/1645144203276480516,"Meu Deus, de tanto que os pais vão pra reality ele foi adotado",PoetasFla,2023-04-09T19:18:38.000Z,pt,2023-04-09 19:43
3,1.645162919196328e+18,https://twitter.com/The_Japan_News/status/1645162919196327936,Bolts of summery hand towel cloth brighten a Sakai factory as they dangle and dry,The_Japan_News,2023-04-09T20:33:00.000Z,en,2023-04-09 19:43
4,1.645059632224764e+18,https://twitter.com/Snaihtniroccccc/status/1645059632224763904,NÃO,Snaihtniroccccc,2023-04-09T13:42:34.000Z,und,2023-04-09 19:43
5,1.644840468096643e+18,https://twitter.com/kirawontmiss/status/1644840468096643073,LMAOOOO,kirawontmiss,2023-04-08T23:11:41.000Z,ht,2023-04-09 19:43
3,1.6451460349544653e+18,https://twitter.com/nikkei/status/1645146034954465280,大日本印刷、｢万年割安｣の汚名返上　なお足りぬ資産売却,nikkei,2023-04-09T19:25:54.000Z,ja,2023-04-09 19:43
4,1.6449566720648888e+18,https://twitter.com/VinilRanga/status/1644956672064888835,,VinilRanga,2023-04-09T06:53:27.000Z,,2023-04-09 19:43
5,1.6451767930186383e+18,https://twitter.com/nhk_news/status/1645176793018638338,【随時更新】ロシア ウクライナに軍事侵攻（10日の動き） #nhk_news,nhk_news,2023-04-09T21:28:08.000Z,ja,2023-04-09 19:43
6,1.64516719238699e+18,https://twitter.com/nikkei/status/1645167192386990080,「本の賞」なぜ活況　「お墨付き」より「お薦め」の時代,nikkei,2023-04-09T20:49:59.000Z,ja,2023-04-09 19:43
0,1.645214574990205e+18,https://twitter.com/semvalentoes/status/1645214574990204932,"Quem disse que não existe cura para valentão? 

Tá aí a comprovação",semvalentoes,2023-04-09T23:58:15.000Z,pt,2023-04-09 22:50
1,1.6452008988287836e+18,https://twitter.com/felipeneto/status/1645200898828783617,"Merecido demais esse título.

Só espero q esse gol no fim faça a diretoria do Flamengo perceber a qualidade do trabalho do Vítor Pereira.

Merece continuar.",felipeneto,2023-04-09T23:03:55.000Z,pt,2023-04-09 22:50
3,1.6452334589676216e+18,https://twitter.com/benbeechphoto/status/1645233458967621633,"I just finished a 1 year contract shooting PR material for the Tokyo Met Government. I covered everything from temples to theme parks, museums to matsuri. Here I'd like to present 50 of my favourite locations from the project, hopefully inspiring some of you to visit them!",benbeechphoto,2023-04-10T01:13:18.000Z,en,2023-04-09 22:50
4,1.645180339126403e+18,https://twitter.com/InternetH0F/status/1645180339126403076,,InternetH0F,2023-04-09T21:42:13.000Z,,2023-04-09 22:50
5,1.6451987197325765e+18,https://twitter.com/felipeneto/status/1645198719732576263,Eu defendo #FicaVP,felipeneto,2023-04-09T22:55:15.000Z,pt,2023-04-09 22:50
6,1.64514976875298e+18,https://twitter.com/iamharaldur/status/1645149768752979973,"Wheelchair accessibility in NYC is very bad. 

Using the subway is extremely hard. 

Sidewalks are broken, many of the curbs are so high it's impossible to on or off them, even with assistance.

Entire neighborhoods have no accessible restaurants or café's. 

Incredible.",iamharaldur,2023-04-09T19:40:44.000Z,en,2023-04-09 22:50
5,1.645070509372244e+18,https://twitter.com/gordic_aleksa/status/1645070509372243974,"The rate of progress in LLM optimization is just mind-blowing!  

Running 13B LLMs like LLaMA on edge devices (e.g. MacBook Pro with an M1 chip) is now almost a breeze. 

I remember when this looked like a distant future not too long ago. I feel old lol. 

1/",gordic_aleksa,2023-04-09T14:25:48.000Z,en,2023-04-09 22:50
6,1.6452315332745953e+18,https://twitter.com/GearoidReidy/status/1645231533274595329,Nintendo's shares in Tokyo getting a 1UP after the Super Mario Bros. Movie has a record opening weekend for an animated flick. The stock is up as much as 3.6%.,GearoidReidy,2023-04-10T01:05:39.000Z,en,2023-04-09 22:50
7,1.6451262561852785e+18,https://twitter.com/moorehn/status/1645126256185278465,"Oh my God, call the billionaire burn unit",moorehn,2023-04-09T18:07:19.000Z,en,2023-04-09 22:50
3,1.6451838454389965e+18,https://twitter.com/Mulboyne/status/1645183845438996480,"Shibuya held a memorial service for Hachiko on Saturday, after a four year break during the pandemic. https://shibukei.com/headline/17421/",Mulboyne,2023-04-09T21:56:09.000Z,en,2023-04-09 22:50
5,1.6452160158345748e+18,https://twitter.com/UnseenJapanSite/status/1645216015834574848,Asahi Shimbun ran a telephone poll asking respondents if they had hopes for PM Kishida’s plans to reverse the nation’s declining birth rate. 61% said they do not. Women were less enthused: 65% compared to 57% of men.,UnseenJapanSite,2023-04-10T00:03:59.000Z,en,2023-04-09 22:50
6,1.6452166360336998e+18,https://twitter.com/UnseenJapanSite/status/1645216636033699842,"The Kishida gov is testing multiple plans to encourage people to have kids, including stipends to offset rising inflationary costs. The latest idea: free public school lunches, an idea endorsed by multiple political parties.",UnseenJapanSite,2023-04-10T00:06:27.000Z,en,2023-04-09 22:50
3,1.6450709850775962e+18,https://twitter.com/johntv/status/1645070985077596161,"I finally started playing Hollow Knight (very late to the party, I know) - did a few hours on PS5 but thinking of changing to Switch. Any performance issues or other concerns? (Tunic was 60 fps on PS5, so I played there. But HK feels like it wants to be played on a handheld…)",johntv,2023-04-09T14:27:41.000Z,en,2023-04-09 22:50
4,1.6448860053952143e+18,https://twitter.com/fasc1nate/status/1644886005395214342,The prop of The One Ring used in close-ups in Lord of the Rings.,fasc1nate,2023-04-09T02:12:38.000Z,en,2023-04-09 22:50
6,1.645207267044737e+18,https://twitter.com/LeandroRamos/status/1645207267044737027,Sabe o que dá mais raiva? Cadê o Marcos Braz nas derrotas? O cara só quer saber de capitalizar politicamente em cima das vitórias do Flamengo. É um covarde parasita.,LeandroRamos,2023-04-09T23:29:13.000Z,pt,2023-04-09 22:50
7,1.6452087789863567e+18,https://twitter.com/felipeneto/status/1645208778986356737,Para com isso e deixa o VP trabalhar,felipeneto,2023-04-09T23:35:14.000Z,pt,2023-04-09 22:50
1,1.6453525753302876e+18,https://twitter.com/Pirulla25/status/1645352575330287616,"Nunca agradeci tanto ter gato. 
Ótimo regulador de sanidade (mesmo eles bagunçado toda a casa).",Pirulla25,2023-04-10T09:06:37.000Z,pt,2023-04-10 11:51
3,1.6451080715117773e+18,https://twitter.com/KatyMontgomerie/status/1645108071511777280,But they didn't miss,KatyMontgomerie,2023-04-09T16:55:03.000Z,en,2023-04-10 11:51
5,1.6454125150047887e+18,https://twitter.com/Theholisticpsyc/status/1645412515004788737,"We've all been there.

Analysis paralysis looks like:
- over-thinking rather than doing
- focusing on worst case scenarios
- feeling too overwhelmed to start
- telling yourself you don't know where to start
- constant brain fog or haziness",Theholisticpsyc,2023-04-10T13:04:48.000Z,en,2023-04-10 11:51
6,1.6453775003887616e+18,https://twitter.com/wesinjapan/status/1645377500388761601,"My wife's friend from school became a hostess in Fukuoka and has been having a decade long affair with a prominent plastic surgeon. Man, I have to tell you, the lives that rich Japanese people live have no resemblance to anything I have experienced.",wesinjapan,2023-04-10T10:45:40.000Z,en,2023-04-10 11:51
8,1.6453595513302835e+18,https://twitter.com/LulaOficial/status/1645359551330283522,Bom dia. 100 dias de governo. O que estão achando até aqui?,LulaOficial,2023-04-10T09:34:20.000Z,pt,2023-04-10 11:51
6,1.6454176254872863e+18,https://twitter.com/ICEYEfi/status/1645417625487286275,"Keep your eye on maritime areas of interest – around the clock, in any weather.  With ICEYE’s #SAR satellite monitoring, you can detect and counteract any security or illegal activity, quickly and effectively. 

Learn more at https://hubs.li/Q01KwYXW0.",ICEYEfi,2023-04-10T13:25:06.000Z,en,2023-04-10 11:51
7,1.6451646612417905e+18,https://twitter.com/michaelmina_lab/status/1645164661241790465,"Love this

A 17-yr old saw a need for early identification of infections after surgery, particularly in under resourced locations

Invented sutures dyed w beet juice that change color when the pH of an incision changes due to an infection

Clever",michaelmina_lab,2023-04-09T20:39:55.000Z,en,2023-04-10 11:51
5,1.6451978157133414e+18,https://twitter.com/ecto_fun/status/1645197815713341442,"wario should be danny devito, waluigi should be willem dafoe",ecto_fun,2023-04-09T22:51:40.000Z,en,2023-04-10 11:51
6,1.6451649844004823e+18,https://twitter.com/robertwhiting_/status/1645164984400482304,Sign petition here,robertwhiting_,2023-04-09T20:41:12.000Z,en,2023-04-10 11:51
6,1.6452576761740247e+18,https://twitter.com/KyivIndependent/status/1645257676174024705,"CNN: Ukraine alters military plans after Pentagon document leak.

Ukraine has changed some of its military plans following a leak of dozens of Pentagon documents, a source close to Ukrainian President Volodymyr Zelensky told CNN.",KyivIndependent,2023-04-10T02:49:32.000Z,en,2023-04-10 11:51
7,1.6452214870231e+18,https://twitter.com/paprikahhh/status/1645221487023099904,we need this in japan lol,paprikahhh,2023-04-10T00:25:43.000Z,en,2023-04-10 11:51
4,1.6453038336719176e+18,https://twitter.com/UnseenJapanSite/status/1645303833671917569,"""The small automated monorail gliding through the sakura in full bloom is pretty cute""

...Just when we thought we were done with cherry blossom posts, they pulled us back in.",UnseenJapanSite,2023-04-10T05:52:56.000Z,en,2023-04-10 11:51
5,1.6453046473962332e+18,https://twitter.com/UnseenJapanSite/status/1645304647396233216,"This is at the Funaoka Castle Ruins Park in Shibata, Miyagi Prefecture.
OP points out at what a snail's pace the monorail moves.",UnseenJapanSite,2023-04-10T05:56:10.000Z,en,2023-04-10 11:51
6,1.6453900670060544e+18,https://twitter.com/gregeganSF/status/1645390067006054401,"It’s three weeks to publication of my new collection “Sleep and the Soul” on 1 May, but the eBook can currently be pre-ordered from most outlets. The print-on-demand paperback and hardback will be available on publication.

https://gregegan.net/BIBLIOGRAPHY/Ebooks.html#SleepAndTheSoul…",gregeganSF,2023-04-10T11:35:36.000Z,en,2023-04-10 11:51
4,1.6452817289387786e+18,https://twitter.com/MaptimeBogota/status/1645281728938778627,"Río Lagunilla mapeado desde su nacimiento en el volcán Nevado del Ruiz, hasta su desembocadura en el Río Magdalena.
#OpenStreetMap
https://openstreetmap.org/relation/15701535…
Ayúdanos a mejorar el mapa de la zona: https://tasks.hotosm.org/projects/14520",MaptimeBogota,2023-04-10T04:25:06.000Z,es,2023-04-10 11:51
5,1.6453212121707438e+18,https://twitter.com/Ryanair/status/1645321212170743810,"If you need an answer to your queries, DM our brilliant team @askryanair!",Ryanair,2023-04-10T07:02:00.000Z,en,2023-04-10 11:51
6,1.6453350958161224e+18,https://twitter.com/GaijinMommy/status/1645335095816122369,And now let’s take a trip together down the coast of the Izu Peninsula. Or is it up?,GaijinMommy,2023-04-10T07:57:10.000Z,en,2023-04-10 11:51
4,1.6454094216638218e+18,https://twitter.com/HakataQueen/status/1645409421663821831,"Shoutout to that guy I went on a date with 2 years ago who gave me ¥10,000 to go home by taxi (he literally forced the bill into my hand) so I took the money and went home by subway",HakataQueen,2023-04-10T12:52:31.000Z,en,2023-04-10 11:51
5,1.6452635527504443e+18,https://twitter.com/matplotlib/status/1645263552750444544,"If you're using chatgpt to learn our API, follow up by looking through our docs to see if we've implemented a better way to do the thing!",matplotlib,2023-04-10T03:12:53.000Z,en,2023-04-10 11:51
6,1.64528471949457e+18,https://twitter.com/rodneyabrooks/status/1645284719494569986,"This is a really good explanation of and reminder about ChatGPT. The deep want of people (even my smart friends) to believe it is doing more is so disconcerting. There is no miracle. A new, rather tricky, tool, yes, but we're still going to have to get through life on our own.",rodneyabrooks,2023-04-10T04:36:59.000Z,en,2023-04-10 11:51
3,1.6452364157923082e+18,https://twitter.com/nytimes/status/1645236415792308228,"Tucker Carlson, the host of the most-watched show on prime-time cable news, uses a simple narrative to instill fear in viewers. We analyzed 1,150 episodes to see how he promotes extremist ideas and conspiracy theories. Revisit our analysis from April 2022.",nytimes,2023-04-10T01:25:03.000Z,en,2023-04-10 11:51
4,1.6453967193903145e+18,https://twitter.com/karyn_nishi/status/1645396719390314496,"国会での政府の答弁を米国のAIに任せる提言案という意味でしょうか

「自民党の提言案では行政が国会答弁の下書きで使うなど『国による徹底した利活用』を求めた。」

そうなら、信じられない提言だ。危険だよ。

https://nikkei.com/article/DGXZQOUC100WA0Q3A410C2000000/?n_cid=NMAIL007_20230410_Y…",karyn_nishi,2023-04-10T12:02:02.000Z,ja,2023-04-10 11:51
5,1.6453011017662543e+18,https://twitter.com/serkantoto/status/1645301101766254592,"After the successful start of the Mario movie, investment bank Jefferies calculates Nintendo's own profit out of it to amount to up to US$350 in the base case.

As a result, Nintendo stock in Tokyo (where it's Monday afternoon) currently trades at +3.92%.",serkantoto,2023-04-10T05:42:05.000Z,en,2023-04-10 11:51
6,1.6449613379809116e+18,https://twitter.com/gaerutokyo_/status/1644961337980911619,"Dear immigration office, I've been a good gaijin, please be nice with me",gaerutokyo_,2023-04-09T07:11:59.000Z,en,2023-04-10 11:51
7,1.6452376616306235e+18,https://twitter.com/nhk_news/status/1645237661630623744,"【前半？後半？それとも…？】

統一地方選挙、きのう前半戦の投開票が行われ、次はいよいよ後半戦です

地域によって
・前半戦だけ
・後半戦だけ
・そもそも選挙がない
と状況はやや複雑…

どうしてこうなったのか？動画で詳しく解説します",nhk_news,2023-04-10T01:30:00.000Z,ja,2023-04-10 11:51
5,1.6452493932333752e+18,https://twitter.com/japanese_lunch/status/1645249393233375233,"Daughter tested positive for Covid. Literally one day of not wearing a mask at school.
The new rules for me are: get tested but not today. Get tested two and three days after she started to show symptoms. If negative, back to work on Thursday. If positive, see you Monday.",japanese_lunch,2023-04-10T02:16:37.000Z,en,2023-04-10 11:51
6,1.6448395568004833e+18,https://twitter.com/kokorobitch/status/1644839556800483329,"“In Australia you can lose custody of your children if you don’t affirm their gender. The state will come and take them away… the state will, in schools, change your child’s name, pronouns and treat them as the opposite sex and won’t even tell you… They are talking about a baby… Show more",kokorobitch,2023-04-08T23:08:04.000Z,en,2023-04-10 11:51
7,1.6454376063129477e+18,https://twitter.com/nhk_news/status/1645437606312947715,"【NHKニュース速報】
カムチャツカ半島の火山で大規模噴火　日本への津波の有無を調査　気象庁
#nhk_news",nhk_news,2023-04-10T14:44:30.000Z,ja,2023-04-10 11:51
5,1.6450928428454707e+18,https://twitter.com/cezarfig/status/1645092842845470722,"Uma coisa que eu acho massa do Niemeyer é que qndo ele foi projetar uma casa pra ele em Brasilia, em meio a utopia urbanista que se erguia sob seu riscado, construiu pra si uma casa em estilo colonial, avarandada com um alpendre aberto pra um jardim/quintal...",cezarfig,2023-04-09T15:54:32.000Z,pt,2023-04-10 11:51
6,1.645082360432697e+18,https://twitter.com/mrjeffu/status/1645082360432697353,Mie prefectural assembly member Kobayashi Takatora was elected in 2019 with the endorsement of the LDP. Media reports after the Abe assassination exposed his years-long ties with the Unification Church. He lost his seat in today's election. https://nhk.or.jp/senkyo/database/touitsu/24/18900/skh52409.html…,mrjeffu,2023-04-09T15:12:53.000Z,en,2023-04-10 11:51
3,1.6451494368912425e+18,https://twitter.com/HowtosayYES/status/1645149436891242496,,HowtosayYES,2023-04-09T19:39:25.000Z,,2023-04-10 11:51
3,1.6452157179844608e+18,https://twitter.com/powderbum75/status/1645215717984460800,"Let's say you've always wanted a home in Atami. And it needed an ocean view. And a garden. And an onsen. In that gaudy Showa style. 

And you just absolutely, now this part is non-negotiable, had to put your feet on a colorful mosaic of cats while you pee.
https://athome.co.jp/kodate/6978569630/?DOWN=1&BKLISTID=001LPC&sref=list_picture…",powderbum75,2023-04-10T00:02:48.000Z,en,2023-04-10 11:51
4,1.645381735855845e+18,https://twitter.com/ayusheknows/status/1645381735855845378,I’ve been staring at this bc like. How. How do you make this error,ayusheknows,2023-04-10T11:02:30.000Z,en,2023-04-10 11:51
4,1.6454079637405164e+18,https://twitter.com/Peckitt/status/1645407963740516352,"I can’t help but feel that these sorts of reports miss the point. Yes the birthdate is declining in Japan, but it’s not the only reason people don’t want to have a kids & live there, it’s that there often isn’t even so much as a post office or a combini. (1/2)",Peckitt,2023-04-10T12:46:43.000Z,en,2023-04-10 11:51
5,1.6454121292839483e+18,https://twitter.com/UnseenJapanSite/status/1645412129283948544,Police in Japan are cracking down on the country's organized crime orgs. But the criminals aren't quitting - they're going underground. Read about the hangure and the changing face of (increasingly dis)organized crime in Japan.,UnseenJapanSite,2023-04-10T13:03:16.000Z,en,2023-04-10 11:51
6,1.6451372293736612e+18,https://twitter.com/sxywu/status/1645137229373661187,"hello and welcome to my thesis I control air now

*cue avatar the last airbender memes*",shirley,2023-04-09T18:50:55.000Z,en,2023-04-10 11:51
4,1.6452980943792742e+18,https://twitter.com/Mulboyne/status/1645298094379274242,"An interim report from the Immigration Bureau and an expert panel recommends abolishing Japan's much-criticized technical trainee scheme. It proposes establishing a more felxible system, with safeguards against abuse.",Mulboyne,2023-04-10T05:30:08.000Z,en,2023-04-10 11:51
3,1.6453429810740838e+18,https://twitter.com/HakataQueen/status/1645342981074083840,"This makes me insane 

“Can you come to Tokyo for a week” yeah I always have a full week free to travel to a city that’s like 1000km away from where I live  especially to visit all the touristy places I’ve already seen 72 times!!! I’d love that",HakataQueen,2023-04-10T08:28:30.000Z,en,2023-04-10 11:51
4,1.6453059459318129e+18,https://twitter.com/marikakatanuma/status/1645305945931812864,last day of my spring break,marikakatanuma,2023-04-10T06:01:20.000Z,en,2023-04-10 11:51
5,1.6453670143393546e+18,https://twitter.com/worlddataleague/status/1645367014339354629,"The First Phase of #WorldDataLeague 2023 has already started, so the teams are exploring options to solve a #socialimpact challenge.

The first one from this edition is a challenge provided by the LxDataLab, an initiative from @CamaraLisboa
#DataDrivenCommunities",worlddataleague,2023-04-10T10:04:00.000Z,en,2023-04-10 11:51
4,1.645141036648235e+18,https://twitter.com/StA_Maths_Stats/status/1645141036648235010,"9.IV

Polynomials of the Day 

Laguerre Polynomials
#mathematicianoftheday
https://en.wikipedia.org/wiki/Laguerre_polynomials…",StA_Maths_Stats,2023-04-09T19:06:03.000Z,en,2023-04-10 11:51
5,1.6452993638273103e+18,https://twitter.com/ABeardedPanda/status/1645299363827310592,"I just want to point out that no matter how insane the jingoistic parts of our own media are, we don't show computer generated animations of American missiles being fired at Cuba or Mexico",ABeardedPanda,2023-04-10T05:35:11.000Z,en,2023-04-10 11:51
4,1.645330621932208e+18,https://twitter.com/buitengebieden/status/1645330621932208130,"The cutest thing you’ll see today.. 

Sound on

 IG: savefox_rescue",buitengebieden,2023-04-10T07:39:23.000Z,en,2023-04-10 11:51
5,1.6451931171155927e+18,https://twitter.com/matt_boot_/status/1645193117115592705,"sober realization: there are just too many languages, you've got to pick and chose in this life. i respect the people who are learning like 30 languages but if depth of learning means anything to you then you have to make tough choices. there's just not enough time for everything",matt_boot_,2023-04-09T22:32:59.000Z,en,2023-04-10 11:51
4,1.6451860726393364e+18,https://twitter.com/KaiserNeko/status/1645186072639336457,"It is unfortunate that so many English speaking fans were introduced to her in Z.

In the Saiyan Saga, she's barely a part of the plot. Then, she is given *nothing* to do on Namek.

So folks first impression of Bulma? ""Whiny lady who doesn't contribute to the fights.""",KaiserNeko,2023-04-09T22:05:00.000Z,en,2023-04-10 11:51
5,1.6452074638122967e+18,https://twitter.com/WholesomeMeme/status/1645207463812296705,,WholesomeMeme,2023-04-09T23:30:00.000Z,,2023-04-10 11:51
0,1.645290511211823e+18,https://twitter.com/gabrielpeyre/status/1645290511211823104,Lotka–Volterra equations is a non-linear 2D ODE modeling prey/predator behaviors which exhibits periodic solutions.  https://en.wikipedia.org/wiki/Lotka%E2%80%93Volterra_equations…,gabrielpeyre,2023-04-10T05:00:00.000Z,ca,2023-04-10 12:04
1,1.6453455908118036e+18,https://twitter.com/Rainmaker1973/status/1645345590811803649,"Turbulence is everywhere, but it is one of the least understood phenomena in classical physics. Now, researchers may have identified a mechanism by which it develops by smashing vortex rings head-on into each other 

[Harvard SEAS: https://buff.ly/388p3bb]",Rainmaker1973,2023-04-10T08:38:52.000Z,en,2023-04-10 12:04
2,,,Desperte sua criatividade e desenvolva jogos e experiências para milhões de jogadores com o Unreal Editor para Fortnite.,FortniteGame,,pt,2023-04-10 12:04
3,1.645441995106599e+18,https://twitter.com/FreyaHolmer/status/1645441995106598912,"I wish we'd do away with the 30% cut thing in digital stores. it still feels so weirdly high

looking at you, steam and unity asset store",FreyaHolmer,2023-04-10T15:01:57.000Z,en,2023-04-10 12:04
4,1.6453980380163236e+18,https://twitter.com/NotABigJerk/status/1645398038016323585,putting a mannequin head on a sausage mincing machine makes it a robot chef powered by AI,NotABigJerk,2023-04-10T12:07:16.000Z,en,2023-04-10 12:04
5,1.6452981844182057e+18,https://twitter.com/ReutersJapan/status/1645298184418205696,チャットＧＰＴ、日本進出検討　開発企業トップが岸田首相と面会,ReutersJapan,2023-04-10T05:30:29.000Z,ja,2023-04-10 12:04
