,title,price,url,id,location,image_src,department,scraped_at,condition,description,time_posted
28,PRATOS REFEIÇÃO RASOS 25cm ( CAIXA FECHADA 24 PRATOS),Free,https://www.facebook.com/marketplace/item/233464462537589/?ref=category_feed&referral_code=null&referral_story_type=listing&tracking=%7B%22qid%22%3A%22-4352997320201670911%22%2C%22mf_story_key%22%3A%226689269271103050%22%2C%22commerce_rank_obj%22%3A%22%7B%5C%22target_id%5C%22%3A6689269271103050%2C%5C%22target_type%5C%22%3A0%2C%5C%22primary_position%5C%22%3A33%2C%5C%22ranking_signature%5C%22%3A8934404446746574848%2C%5C%22commerce_channel%5C%22%3A504%2C%5C%22value%5C%22%3A4.8087504862912e-5%2C%5C%22candidate_retrieval_source_map%5C%22%3A%7B%5C%226689269271103050%5C%22%3A3003%7D%7D%22%2C%22ftmd_400706%22%3A%22111112l%22%7D&__tn__=!%3AD,233464462537589,"São Paulo, SP",https://scontent.fcgh65-1.fna.fbcdn.net/v/t45.5328-4/341232190_6252782864743096_1679186956587405512_n.jpg?stp=c210.0.540.540a_dst-jpg_p180x540&_nc_cat=111&ccb=1-7&_nc_sid=c48759&_nc_eui2=AeHpo12k63blYg4LSa2etESUwsm4lg7ckTbCybiWDtyRNv8u02SpE4O7ZAXh47cD65qcXnvCv3Cd1Lcpazf7qSmv&_nc_ohc=VcaukGG7Fw8AX9sfdSh&_nc_ht=scontent.fcgh65-1.fna&oh=00_AfBU5uSkQPaE1ZMO8m5E8f4j_BETGKg1PGdtZ0K5_HXZkQ&oe=643DBD1C,home,2023-04-14 12:27,New,"PRATOS REFEIÇÃO RASOS 25cm ( CAIXA FECHADA 24 PRATOS).

ENTREGAMOS....","Listed  in São Paulo, SP"
54,Moveis Planejados,"R$2,750",https://www.facebook.com/marketplace/item/998000428279312/?ref=category_feed&referral_code=null&referral_story_type=listing&tracking=%7B%22qid%22%3A%22-4352997251589607856%22%2C%22mf_story_key%22%3A%225953598428058149%22%2C%22commerce_rank_obj%22%3A%22%7B%5C%22target_id%5C%22%3A5953598428058149%2C%5C%22target_type%5C%22%3A0%2C%5C%22primary_position%5C%22%3A59%2C%5C%22ranking_signature%5C%22%3A8934404446746574848%2C%5C%22commerce_channel%5C%22%3A504%2C%5C%22value%5C%22%3A2.1964427230633e-5%2C%5C%22candidate_retrieval_source_map%5C%22%3A%7B%5C%225953598428058149%5C%22%3A3501%7D%7D%22%2C%22ftmd_400706%22%3A%22111112l%22%7D&__tn__=!%3AD,998000428279312,"São Paulo, SP",https://scontent.fcgh65-1.fna.fbcdn.net/v/t45.5328-4/340095873_5728919517235298_4971920091168350817_n.jpg?stp=c90.0.540.540a_dst-jpg_p180x540&_nc_cat=111&ccb=1-7&_nc_sid=c48759&_nc_eui2=AeG-OEhkcXYR8n9sOiSvh7t-mH1ICWES81-YfUgJYRLzX5gYQe0zOrigBGqSDbF-cLduzFydWlRbvoGnZXTHzEZy&_nc_ohc=23LoOKC0cwIAX-MM_df&_nc_ht=scontent.fcgh65-1.fna&oh=00_AfA3voftPIUsuE476pqISHwP-qKnjVgasW2h89LFB8vG9Q&oe=643DA405,home,2023-04-14 12:27,Used - like new,"Vende-se moveis sob medida tudo na cor cinza.

Tudo feito sob medida para o quarto aqui do condominio, moveis novos, reformei esse quarto faz pouco tempo.

Itens a venda:

- Cama tamanho solteiro com cama de baixo. (Essa grade é removivel, então é cama de solteiro normal)

- Bancada com bau + 3 gavetas fundas + porta com 1 prateleira + nichos laterais

- Armario superior com 6 portas de click

- prateleira

-pequena avaria no móvel conforme a foto.

- Madeira maciça de ótima qualidade ( motivo da venda foi feito outro sob medida agora para duas crianças) 
- medidas 2.40 por 2.40 

- Valor pago 5.500,00 
- Valor venda 2.750.00","Listed 5 days ago in São Paulo, SP"
55,Escrivaninha em excelente estado,R$200,https://www.facebook.com/marketplace/item/205182578932425/?ref=category_feed&referral_code=null&referral_story_type=listing&tracking=%7B%22qid%22%3A%22-4352997251589607856%22%2C%22mf_story_key%22%3A%226064726793575521%22%2C%22commerce_rank_obj%22%3A%22%7B%5C%22target_id%5C%22%3A6064726793575521%2C%5C%22target_type%5C%22%3A0%2C%5C%22primary_position%5C%22%3A60%2C%5C%22ranking_signature%5C%22%3A8934404446746574848%2C%5C%22commerce_channel%5C%22%3A504%2C%5C%22value%5C%22%3A4.1234688156157e-5%2C%5C%22candidate_retrieval_source_map%5C%22%3A%7B%5C%226064726793575521%5C%22%3A3003%7D%7D%22%2C%22ftmd_400706%22%3A%22111112l%22%7D&__tn__=!%3AD,205182578932425,"São Paulo, SP",https://scontent.fcgh65-1.fna.fbcdn.net/v/t45.5328-4/339733001_6416462761732299_3669254189862519844_n.jpg?stp=c210.0.540.540a_dst-jpg_p2048x2048&_nc_cat=107&ccb=1-7&_nc_sid=c48759&_nc_eui2=AeF4pWAKY0zLz3-LSauKwSlhwT4Wp-rtZ67BPhan6u1nrufFEi7cLDrDZwvBJ2fOUAICoIvjCgusIsq5FUp2g6jX&_nc_ohc=-mA2kcVsrnUAX9rchst&_nc_ht=scontent.fcgh65-1.fna&oh=00_AfAGzUl3jVOxg3AoG7GNI8iIDMoU2YfVEaUEWTBd1bt7Ag&oe=643E5636,home,2023-04-14 12:27,Used - like new,"Escrivaninha perfeita para home office e estudos, com rodinhas para fácil deslocamento e apenas seis meses de uso. Possui ampla bancada de 1m36 de largura por 43cm de profundidade, dois nichos laterais, gavetão e porta com duas prateleiras para armazenamento de itens maiores. Tampo forte de 25mm. Pagamento via Pix e retirar na região da Casa Verde / Imirim. Faço descontos para aquisição combinada de outros itens que também estou vendendo (fogão, máquina de lavar e guarda-roupas).","Listed a day ago in São Paulo, SP"
59,Marcenaria. Armários. Cozinhas.,R$993,https://www.facebook.com/marketplace/item/732324672017452/?ref=category_feed&referral_code=null&referral_story_type=listing&tracking=%7B%22qid%22%3A%22-4352997251589607856%22%2C%22mf_story_key%22%3A%229121037851270927%22%2C%22commerce_rank_obj%22%3A%22%7B%5C%22target_id%5C%22%3A9121037851270927%2C%5C%22target_type%5C%22%3A0%2C%5C%22primary_position%5C%22%3A65%2C%5C%22ranking_signature%5C%22%3A8934404446746574848%2C%5C%22commerce_channel%5C%22%3A504%2C%5C%22value%5C%22%3A3.9202638723538e-5%2C%5C%22candidate_retrieval_source_map%5C%22%3A%7B%5C%229121037851270927%5C%22%3A3502%7D%7D%22%2C%22ftmd_400706%22%3A%22111112l%22%7D&__tn__=!%3AD,732324672017452,"São Paulo, SP",https://scontent.fcgh65-1.fna.fbcdn.net/v/t45.5328-4/339443129_6562533977114126_1194158746534521567_n.jpg?stp=c0.204.526.526a_dst-jpg_p526x395&_nc_cat=103&ccb=1-7&_nc_sid=c48759&_nc_eui2=AeFdVHjy81YXNCQGNg1FKthUvQLmeTgEeBa9AuZ5OAR4Fp4EL86JpyFNlg_Szvqox4ZS4Vy3xU49X-5w1RylAINx&_nc_ohc=9LFsza4SGhcAX8lkVcD&_nc_ht=scontent.fcgh65-1.fna&oh=00_AfBl3S6piUOcSzAeSarAutqMMixfn-JG24zeU_cKxBpVRA&oe=643DAC95,home,2023-04-14 12:27,New,"Marcenaria Sob Medida.
Valores por Metro ou Projeto.
Parcelamos até 12X.","Listed a week ago in São Paulo, SP"
66,"ASSADEIRAS DE VIDRO TEMPERADO 5 PEÇAS, COM OVAL... NOVOS, POR 100,00",R$100,https://www.facebook.com/marketplace/item/248587087592113/?ref=category_feed&referral_code=null&referral_story_type=listing&tracking=%7B%22qid%22%3A%22-4352997251589607856%22%2C%22mf_story_key%22%3A%225481105535322799%22%2C%22commerce_rank_obj%22%3A%22%7B%5C%22target_id%5C%22%3A5481105535322799%2C%5C%22target_type%5C%22%3A0%2C%5C%22primary_position%5C%22%3A72%2C%5C%22ranking_signature%5C%22%3A8934404446746574848%2C%5C%22commerce_channel%5C%22%3A504%2C%5C%22value%5C%22%3A3.8269107201387e-5%2C%5C%22candidate_retrieval_source_map%5C%22%3A%7B%5C%225481105535322799%5C%22%3A3003%7D%7D%22%2C%22ftmd_400706%22%3A%22111112l%22%7D&__tn__=!%3AD,248587087592113,"São Paulo, SP",https://scontent.fcgh65-1.fna.fbcdn.net/v/t45.5328-4/335970154_6027084320671559_7251238548099109666_n.jpg?stp=c89.0.540.540a_dst-jpg_p180x540&_nc_cat=103&ccb=1-7&_nc_sid=c48759&_nc_eui2=AeHni6p9JfBnI1NDlvgB5JKIGHV4NC5I7R8YdXg0LkjtH5f94qRSKISq3_ImZkjs3Fxof50wf1Vz-zyRQQNhcb3Z&_nc_ohc=Bh_RGGTrr-EAX85duFu&_nc_ht=scontent.fcgh65-1.fna&oh=00_AfDaW24CphlEAb-sRtVagxitp19FLTR55SST095u5j2FqQ&oe=643EDEE6,home,2023-04-14 12:27,New,"CHAMEM [hidden information] PARA ENTREGAS...!!!
VALOR DO FRETE: APARTIR DE 15,00 COM ENTREGA...
O CLIENTE SÓ PAGA NA ENTREGA E SEMPRE SERÁ ASSIM...
ENTREGA EM SUA CASA OU TRABALHO, LIGUEM OU DEIXEM O ENDEREÇO AI PARA ENTREGA COM NOME E TELEFONE OK???
ENTREGO, TODOS OS DIAS OK...!
CHAMEM NO CHAT PARA MARCAR ENTREGA OK!!!
NÃO FAÇO ROLO!!!
ACEITO PIX...
ACEITO CARTÃO, CRÉDITO TEM JUROS, DÉBITO OU PIX NÃO TEM JUROS.
","Listed a week ago in São Paulo, SP"
69,Mesa de jantar com 4 cadeiras,R$350,https://www.facebook.com/marketplace/item/888986115732434/?ref=category_feed&referral_code=null&referral_story_type=listing&tracking=%7B%22qid%22%3A%22-4352997251589607856%22%2C%22mf_story_key%22%3A%226182333138492942%22%2C%22commerce_rank_obj%22%3A%22%7B%5C%22target_id%5C%22%3A6182333138492942%2C%5C%22target_type%5C%22%3A0%2C%5C%22primary_position%5C%22%3A75%2C%5C%22ranking_signature%5C%22%3A8934404446746574848%2C%5C%22commerce_channel%5C%22%3A504%2C%5C%22value%5C%22%3A4.367026676291e-5%2C%5C%22candidate_retrieval_source_map%5C%22%3A%7B%5C%226182333138492942%5C%22%3A3501%7D%7D%22%2C%22ftmd_400706%22%3A%22111112l%22%7D&__tn__=!%3AD,888986115732434,"São Paulo, SP",https://scontent.fcgh65-1.fna.fbcdn.net/v/t45.5328-4/340747012_6222846647736876_6803098012881455754_n.jpg?stp=c90.0.540.540a_dst-jpg_p180x540&_nc_cat=111&ccb=1-7&_nc_sid=c48759&_nc_eui2=AeFSDhA_-q3huk_vSnDv1OFJpgphVqkPxAumCmFWqQ_EC9US_1bfgSd4Uyg_sz_4Na_zqwOWz8yBegD4yVGl_mgQ&_nc_ohc=aLNy-SmahIwAX_2sHf-&_nc_ht=scontent.fcgh65-1.fna&oh=00_AfBVznWsw1s-vqyTkWqlcVepcAlm-xHpPOGX-dBQtvevOw&oe=643E2D5C,home,2023-04-14 12:27,Used - Fair,"O vidro está rachado, mas não interfere no uso da mesa","Listed 22 hours ago in São Paulo, SP"
8,Vende-se Moveis,Free,https://www.facebook.com/marketplace/item/1291709328361754/?ref=category_feed&referral_code=null&referral_story_type=listing&tracking=%7B%22qid%22%3A%22-4352791161934788396%22%2C%22mf_story_key%22%3A%229046723352067000%22%2C%22commerce_rank_obj%22%3A%22%7B%5C%22target_id%5C%22%3A9046723352067000%2C%5C%22target_type%5C%22%3A0%2C%5C%22primary_position%5C%22%3A8%2C%5C%22ranking_signature%5C%22%3A0%2C%5C%22commerce_channel%5C%22%3A504%2C%5C%22value%5C%22%3A-0.4856752067289%2C%5C%22candidate_retrieval_source_map%5C%22%3A%7B%5C%229046723352067000%5C%22%3A3021%7D%7D%22%2C%22ftmd_400706%22%3A%22111112l%22%7D&__tn__=!%3AD,1291709328361754,"São Paulo, SP",https://scontent.fcgh65-1.fna.fbcdn.net/v/t45.5328-4/330308515_6872697676079937_4839479388185877602_n.jpg?stp=c0.87.526.526a_dst-jpg_p526x395&_nc_cat=103&ccb=1-7&_nc_sid=c48759&_nc_eui2=AeHqa-TbxiQ4KAnd7qmw_cOgkWqSow4m-liRapKjDib6WGWvDasUf08jevXAsHer1Uemjg9JCzEdvrRdED66mBMm&_nc_ohc=yEKyDQYoJYgAX-ZVuyL&_nc_ht=scontent.fcgh65-1.fna&oh=00_AfDub9ZaZ0V2LNZfpQCVDtpKCPVslwZ2qLxeZ3Z8K8FHcQ&oe=643E3A45,furniture,2023-04-14 13:17,Used - Good,"Estou de mudança e estou vendendo esses itens. 
Caso tenha interesse em chama e combinamos um valor","Listed 24 minutes ago in São Paulo, SP"
10,Garanta já o seu sofá 🛋,Free,https://www.facebook.com/marketplace/item/1301235174138706/?ref=category_feed&referral_code=null&referral_story_type=listing&tracking=%7B%22qid%22%3A%22-4352791161934788396%22%2C%22mf_story_key%22%3A%229133802720026953%22%2C%22commerce_rank_obj%22%3A%22%7B%5C%22target_id%5C%22%3A9133802720026953%2C%5C%22target_type%5C%22%3A0%2C%5C%22primary_position%5C%22%3A10%2C%5C%22ranking_signature%5C%22%3A0%2C%5C%22commerce_channel%5C%22%3A504%2C%5C%22value%5C%22%3A-0.48414608495852%2C%5C%22candidate_retrieval_source_map%5C%22%3A%7B%5C%229133802720026953%5C%22%3A3001%7D%7D%22%2C%22ftmd_400706%22%3A%22111112l%22%7D&__tn__=!%3AD,1301235174138706,"São Paulo, SP",https://scontent.fcgh65-1.fna.fbcdn.net/v/t45.5328-4/333264015_5488522777914156_4367779424141725786_n.jpg?stp=c0.306.526.526a_dst-jpg_p526x395&_nc_cat=101&ccb=1-7&_nc_sid=c48759&_nc_eui2=AeG4GyIBl65y4LZGrG23OjgMMAc-8ksQpPIwBz7ySxCk8szTeSZPSCEudZZFgCXO9x2LI03odqObw2fXzJKt2fUV&_nc_ohc=YXus3DKLxkMAX9t76VV&_nc_ht=scontent.fcgh65-1.fna&oh=00_AfDEmL6HF3m4qz1nx8CKTBxRsYWpllERuRWc2rKeQZMx8g&oe=643EB870,furniture,2023-04-14 13:17,New,"📲Nos chame no WhatsApp para saber mais.
Frete a combinar 
📲(11][[hidden information]]

↔️ENTREGAMOS COM TAXA.

↔️PARCELO  NO CARTAO COM JUROS.

✅SOFA DE CANTO COM ALMOFADAS 

✅SOFA DE CANTO SIMPLES 

✅SOFA DE 2 E 3 LUGARES","Listed  in São Paulo, SP"
17,Kit 2 Poltrona Betina Luxo,Free,https://www.facebook.com/marketplace/item/952375692613166/?ref=category_feed&referral_code=null&referral_story_type=listing&tracking=%7B%22qid%22%3A%22-4352791161934788396%22%2C%22mf_story_key%22%3A%226035830499840031%22%2C%22commerce_rank_obj%22%3A%22%7B%5C%22target_id%5C%22%3A6035830499840031%2C%5C%22target_type%5C%22%3A0%2C%5C%22primary_position%5C%22%3A18%2C%5C%22ranking_signature%5C%22%3A5162007084371279872%2C%5C%22commerce_channel%5C%22%3A504%2C%5C%22value%5C%22%3A2.6805202292905e-5%2C%5C%22candidate_retrieval_source_map%5C%22%3A%7B%5C%226035830499840031%5C%22%3A3501%7D%7D%22%2C%22ftmd_400706%22%3A%22111112l%22%7D&__tn__=!%3AD,952375692613166,"São Paulo, SP",https://scontent.fcgh65-1.fna.fbcdn.net/v/t45.5328-4/336136181_8871681796237701_5282004815326302077_n.jpg?stp=c0.87.526.526a_dst-jpg_p526x395&_nc_cat=108&ccb=1-7&_nc_sid=c48759&_nc_eui2=AeEPshm8uyOxk2T5r_zuCCW2jqBwFiaVrNqOoHAWJpWs2nx0Ov1epRWmoV7Ao5eot0X9nNp3r68SfAWf8A03IWdV&_nc_ohc=ctGxBSn7f0sAX-8GOGU&_nc_ht=scontent.fcgh65-1.fna&oh=00_AfBz1clLmyyeZ810GUPVbLRH0WQmDIoalNSTMPtKBt8pog&oe=643E3FA8,furniture,2023-04-14 13:17,New,"Somos Fabricantes de Poltronas, Puffs e Namoradeiras...

Receba em até 7 dias úteis 
*Consulte o frete*

Para mais informações whatsapp [hidden information]","Listed  in São Paulo, SP"
43,Doacao Rack,Free,https://www.facebook.com/marketplace/item/185150814377825/?ref=category_feed&referral_code=null&referral_story_type=listing&tracking=%7B%22qid%22%3A%22-4352790749497392567%22%2C%22mf_story_key%22%3A%226300388973354465%22%2C%22commerce_rank_obj%22%3A%22%7B%5C%22target_id%5C%22%3A6300388973354465%2C%5C%22target_type%5C%22%3A0%2C%5C%22primary_position%5C%22%3A46%2C%5C%22ranking_signature%5C%22%3A5162007084371279872%2C%5C%22commerce_channel%5C%22%3A504%2C%5C%22value%5C%22%3A1.4598546340599e-5%2C%5C%22candidate_retrieval_source_map%5C%22%3A%7B%5C%226300388973354465%5C%22%3A3003%7D%7D%22%2C%22ftmd_400706%22%3A%22111112l%22%7D&__tn__=!%3AD,185150814377825,"São Paulo, SP",https://scontent.fcgh65-1.fna.fbcdn.net/v/t45.5328-4/329225793_6441923722496539_141843639433355110_n.jpg?stp=c0.87.526.526a_dst-jpg_p526x395&_nc_cat=104&ccb=1-7&_nc_sid=c48759&_nc_eui2=AeENz9iOrgtuI4WYTB4tZHu6fjti4XnWSOV-O2LhedZI5bGiugkkfMvFtga3JEmSk-qJ0xQDs-GhujP4Zn9j6wbs&_nc_ohc=uBTUKgG7mXUAX8Vu_H_&_nc_ht=scontent.fcgh65-1.fna&oh=00_AfAXT7j07cmR13vdqlUDeNe3pCRc7fFEcSdyKSzFXtLSDw&oe=643F68EB,furniture,2023-04-14 13:17,Used - like new,"Está desmontado 
Retirar no Sacomã 
","Listed a day ago in São Paulo, SP"
44,Kit 2 Poltrona Ravena todas as cores disponíveis,Free,https://www.facebook.com/marketplace/item/1409951083169955/?ref=category_feed&referral_code=null&referral_story_type=listing&tracking=%7B%22qid%22%3A%22-4352790749497392567%22%2C%22mf_story_key%22%3A%226417682831616980%22%2C%22commerce_rank_obj%22%3A%22%7B%5C%22target_id%5C%22%3A6417682831616980%2C%5C%22target_type%5C%22%3A0%2C%5C%22primary_position%5C%22%3A47%2C%5C%22ranking_signature%5C%22%3A5162007084371279872%2C%5C%22commerce_channel%5C%22%3A504%2C%5C%22value%5C%22%3A1.4558175307928e-5%2C%5C%22candidate_retrieval_source_map%5C%22%3A%7B%5C%226417682831616980%5C%22%3A3001%7D%7D%22%2C%22ftmd_400706%22%3A%22111112l%22%7D&__tn__=!%3AD,1409951083169955,"São Paulo, SP",https://scontent.fcgh65-1.fna.fbcdn.net/v/t45.5328-4/327761275_6016062291841584_4272697864927943595_n.jpg?stp=c0.65.526.526a_dst-jpg_p526x395&_nc_cat=100&ccb=1-7&_nc_sid=c48759&_nc_eui2=AeHh0tYdgn5t6QsVY7331WVUaSSkdUDCHwJpJKR1QMIfAvPDNxnm0kEVbxmRD-TX6Ab3F1JE5F9V0KhsSEx7XKht&_nc_ohc=xHfqv8lBJ7sAX8p6xBG&_nc_ht=scontent.fcgh65-1.fna&oh=00_AfAsLA7BeqDv1HbmPHVWiaf0vqJkomK_PmgbLWcgG895vQ&oe=643E4417,furniture,2023-04-14 13:17,New,"Somos Fabricantes de Poltronas, Puffs e Namoradeiras...

Receba em até 7 dias úteis 
*Consulte o frete*
*Retire no Brás!!!*

Para mais informações whatsapp [hidden information] vendedora Aline
[hidden information] vendedora Raquel ","Listed  in São Paulo, SP"
0,Máquina de lavar louça Brastemp Quality branca,R$210,https://www.facebook.com/marketplace/item/241118251667967/?ref=category_feed&referral_code=null&referral_story_type=listing&tracking=%7B%22qid%22%3A%22-4352781266174806330%22%2C%22mf_story_key%22%3A%226451156658230835%22%2C%22commerce_rank_obj%22%3A%22%7B%5C%22target_id%5C%22%3A6451156658230835%2C%5C%22target_type%5C%22%3A0%2C%5C%22primary_position%5C%22%3A0%2C%5C%22ranking_signature%5C%22%3A3242856984591990784%2C%5C%22commerce_channel%5C%22%3A504%2C%5C%22value%5C%22%3A0.00011772645729964%2C%5C%22candidate_retrieval_source_map%5C%22%3A%7B%5C%226451156658230835%5C%22%3A3502%7D%7D%22%2C%22ftmd_400706%22%3A%22111112l%22%7D&__tn__=!%3AD,241118251667967,"São Paulo, SP",https://scontent.fcgh65-1.fna.fbcdn.net/v/t45.5328-4/340002768_6236979893036902_4303828105750736245_n.jpg?stp=c0.87.526.526a_dst-jpg_p526x395&_nc_cat=110&ccb=1-7&_nc_sid=c48759&_nc_eui2=AeEiRXtVSpYB5ElPkYvNHZjMFGAYFvex7wkUYBgW97HvCUTxqsHY10kEpkYe0vfwyCrT2TYbDrWe0Kotv9upX_rK&_nc_ohc=3qzcCil7y4kAX-HOEyb&_nc_oc=AQnXjvQ0PpyIUe_CHm2ICLDArC82WzAd7OB6rZeUS4RZYLX-XxL4zVQAqjU9rj21Z8PskQUUkG0CDrq7vS0gE3xQ&_nc_ht=scontent.fcgh65-1.fna&oh=00_AfCrRQoIP4NESuE9hoemJD_N8OsIo2pgBIXxRKeA1WCcYA&oe=643E26CB,appliances,2023-04-14 13:19,Used - Good,"Máquina de lavar louça Brastemp Quality branca

Usada, funcionando .
6 funções

Possui o cesto superior mas não possuí o cesto inferior e vaza um pouco de agua pela porta.
Voltagem 110.

Sou do bairro da Mooca zona leste de são Paulo","Listed  in São Paulo, SP"
3,Cooktop,R$250,https://www.facebook.com/marketplace/item/1699602113831740/?ref=category_feed&referral_code=null&referral_story_type=listing&tracking=%7B%22qid%22%3A%22-4352781266174806330%22%2C%22mf_story_key%22%3A%226407475759262971%22%2C%22commerce_rank_obj%22%3A%22%7B%5C%22target_id%5C%22%3A6407475759262971%2C%5C%22target_type%5C%22%3A0%2C%5C%22primary_position%5C%22%3A7%2C%5C%22ranking_signature%5C%22%3A3242856984591990784%2C%5C%22commerce_channel%5C%22%3A504%2C%5C%22value%5C%22%3A6.7796042403227e-5%2C%5C%22candidate_retrieval_source_map%5C%22%3A%7B%5C%226407475759262971%5C%22%3A3001%7D%7D%22%2C%22ftmd_400706%22%3A%22111112l%22%7D&__tn__=!%3AD,1699602113831740,"São Paulo, SP",https://scontent.fcgh65-1.fna.fbcdn.net/v/t45.5328-4/339619502_5804612276317080_5965179932615413682_n.jpg?stp=c0.86.526.526a_dst-jpg_p526x395&_nc_cat=105&ccb=1-7&_nc_sid=c48759&_nc_eui2=AeGGUvsEweLg-QT2p2VK6OcAF7ZQdx2tUpsXtlB3Ha1Sm4wj-UABftPIpA7Y3HVCiuukZmiPxj5OJkb8MK5P6PbD&_nc_ohc=FZS9mR06NDMAX_A8ER-&_nc_ht=scontent.fcgh65-1.fna&oh=00_AfD4GbMu-aq-6wxdBCzLucozffnzHGWMxqC5I6-gm9SC_w&oe=643E6F34,appliances,2023-04-14 13:19,Used - Good,"Vendo Cooktop 5 bocas em inox, retirar na freguesia do ó ","Listed about an hour ago in São Paulo, SP"
18,Máquina Lava e Seca Inverter LG DirectDriver 12/7kg,"R$1,800",https://www.facebook.com/marketplace/item/787421389476152/?ref=category_feed&referral_code=null&referral_story_type=listing&tracking=%7B%22qid%22%3A%22-4352781266174806330%22%2C%22mf_story_key%22%3A%226170653372978309%22%2C%22commerce_rank_obj%22%3A%22%7B%5C%22target_id%5C%22%3A6170653372978309%2C%5C%22target_type%5C%22%3A0%2C%5C%22primary_position%5C%22%3A27%2C%5C%22ranking_signature%5C%22%3A3242856984591990784%2C%5C%22commerce_channel%5C%22%3A504%2C%5C%22value%5C%22%3A4.2377428230607e-5%2C%5C%22candidate_retrieval_source_map%5C%22%3A%7B%5C%226170653372978309%5C%22%3A3003%7D%7D%22%2C%22ftmd_400706%22%3A%22111112l%22%7D&__tn__=!%3AD,787421389476152,"São Paulo, SP",https://scontent.fcgh65-1.fna.fbcdn.net/v/t45.5328-4/339669570_6094707213900246_5140883841372333558_n.jpg?stp=c0.87.526.526a_dst-jpg_p526x395&_nc_cat=101&ccb=1-7&_nc_sid=c48759&_nc_eui2=AeG-zuNS0V4-bnkPHmG22sbZmilJN3osYi6aKUk3eixiLhGuSST0Pxp9SR86s3002QzK0h_zMIwgLGeJQ8v2s85G&_nc_ohc=x-LHAqxHriIAX9BliBE&_nc_ht=scontent.fcgh65-1.fna&oh=00_AfD6Fk57LvD2bQqHkEJFQitFbeQxLyLuKhhRgTKqldgtWw&oe=643F160F,appliances,2023-04-14 13:19,Used - Good,"Vendo máquina lava e seca
Está ótima e funcionando perfeitamente
Motivo da venda, estamos nos mudando e ela não cabe no apartamento. 
Somente retirada / São Paulo zona norte Freguesia do Ó","Listed a week ago in São Paulo, SP"
19,Pia grabito com Armario Embutido,"R$1,500",https://www.facebook.com/marketplace/item/584978646892810/?ref=category_feed&referral_code=null&referral_story_type=listing&tracking=%7B%22qid%22%3A%22-4352781266174806330%22%2C%22mf_story_key%22%3A%226092263847487131%22%2C%22commerce_rank_obj%22%3A%22%7B%5C%22target_id%5C%22%3A6092263847487131%2C%5C%22target_type%5C%22%3A0%2C%5C%22primary_position%5C%22%3A28%2C%5C%22ranking_signature%5C%22%3A3242856984591990784%2C%5C%22commerce_channel%5C%22%3A504%2C%5C%22value%5C%22%3A4.101080634534e-5%2C%5C%22candidate_retrieval_source_map%5C%22%3A%7B%5C%226092263847487131%5C%22%3A3003%7D%7D%22%2C%22ftmd_400706%22%3A%22111112l%22%7D&__tn__=!%3AD,584978646892810,"São Paulo, SP",https://scontent.fcgh65-1.fna.fbcdn.net/v/t45.5328-4/333958267_5415846911851200_1959341795669445223_n.jpg?stp=c0.204.526.526a_dst-jpg_p526x395&_nc_cat=101&ccb=1-7&_nc_sid=c48759&_nc_eui2=AeFOuKcwDGlfWf24A0Zsoc3asBRSKIqLtS-wFFIoiou1Lx6HGPQVJvSG_EsfR5VWjxfYlnojyus6vdfWqoPUwbUr&_nc_ohc=OiizsBALzOMAX9pE_xZ&_nc_ht=scontent.fcgh65-1.fna&oh=00_AfDIdmPjqOt38r8Gn3-ljlWsZGpET4mQbJoyOi9UAbOa4g&oe=643E4ACD,appliances,2023-04-14 13:19,Used - like new,"Pia em granito com Cuba de inox, torneia e espaço para cooktop, armário embutido com espaço para formo de embutir. ","Listed a week ago in São Paulo, SP"
20,Geladeira electrolux,R$500,https://www.facebook.com/marketplace/item/1613011879165751/?ref=category_feed&referral_code=null&referral_story_type=listing&tracking=%7B%22qid%22%3A%22-4352781266174806330%22%2C%22mf_story_key%22%3A%229023236127747200%22%2C%22commerce_rank_obj%22%3A%22%7B%5C%22target_id%5C%22%3A9023236127747200%2C%5C%22target_type%5C%22%3A0%2C%5C%22primary_position%5C%22%3A29%2C%5C%22ranking_signature%5C%22%3A3242856984591990784%2C%5C%22commerce_channel%5C%22%3A504%2C%5C%22value%5C%22%3A3.9844467346674e-5%2C%5C%22candidate_retrieval_source_map%5C%22%3A%7B%5C%229023236127747200%5C%22%3A3001%7D%7D%22%2C%22ftmd_400706%22%3A%22111112l%22%7D&__tn__=!%3AD,1613011879165751,"São Paulo, SP",https://scontent.fcgh65-1.fna.fbcdn.net/v/t45.5328-4/340819265_9235303189877538_5402561818372503003_n.jpg?stp=c0.176.526.526a_dst-jpg_p526x395&_nc_cat=101&ccb=1-7&_nc_sid=c48759&_nc_eui2=AeFUZiFY_FzCAgK9yxHsf-y7DT8Zdp8Y9TcNPxl2nxj1N6udjf47ztNZ0KMxZoNK8LH-RKi3Xe_7tj6R-Y3kq1oD&_nc_ohc=HdHKSoaQQnYAX88Flz6&_nc_ht=scontent.fcgh65-1.fna&oh=00_AfDsC8vkZkY9J7YSZ8HI1UOK4MGhEo4yaWhxrEptM6BCqg&oe=643E06A6,appliances,2023-04-14 13:19,New,"Geladeira funcionando perfeitamente 

Gelo seco

Faço entrega a domicílio,  cobro o frete 

Estou pedindo 500 reais para ir embora hoje 

Sou de Mauá SP 

WhatsApp [hidden information]","Listed 3 days ago in São Paulo, SP"
